restaurant_name,food_id,food_name,food_name_cn,calories,protein_g,total_fat_g,total_carbs_g,sodium_mg,saturated_fat_g,trans_fat_g,cholesterol_mg,fiber_g,sugars_g,added_sugars_g,protein_dv,total_carbs_dv,total_fat_dv,saturated_fat_dv,trans_fat_dv,cholesterol_dv,sodium_dv,dietary_fiber_dv,total_sugars_dv,added_sugars_dv,vitamin_d_mcg,vitamin_d_dv,calcium_mg,calcium_dv,iron_mg,iron_dv,potassium_mg,potassium_dv,description,allergens,ingredient_count,ingredients_full,allergens_full,product_url,local_image_path,scraped_date,
Starbucks,blonde-iced-latte-whole-milk-tall,Blonde Iced Latte - whole milk Tall,,107,5.6,5.8,8,68,3.6,,,0.3,7.3,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-whole-milk-grande,Blonde Iced Latte - whole milk Grande,,167,8.8,9.2,12.3,104,5.8,,,0.3,11.6,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-whole-milk-venti,Blonde Iced Latte - whole milk Venti,,168,8.9,9.1,12.6,104,5.7,,,0.4,11.5,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-skimmed-milk-tall,Blonde Iced Latte - skimmed milk Tall,,63,5.8,0.6,8.3,68,0.2,,,0.3,7.6,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-skimmed-milk-grande,Blonde Iced Latte - skimmed milk Grande,,97,9.1,0.9,12.8,112,0.4,,,0.3,12.1,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-skimmed-milk-venti,Blonde Iced Latte - skimmed milk Venti,,99,9.2,0.9,13.1,108,0.4,,,0.4,12,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-almond-drink-tall,Blonde Iced Latte - almond drink Tall,,46,1.1,2,4.6,44,0.2,,,0.6,3.9,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-almond-drink-grande,Blonde Iced Latte - almond drink Grande,,69,1.5,3.1,6.9,72,0.3,,,0.8,6.3,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-almond-drink-venti,Blonde Iced Latte - almond drink Venti,,71,1.7,3.1,7.2,72,0.3,,,0.9,6.2,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-soya-drink-tall,Blonde Iced Latte - soya drink Tall,,71,5.4,3,4.8,56,0.5,,,1.2,3.9,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-soya-drink-grande,Blonde Iced Latte - soya drink Grande,,109,8.4,4.8,7.1,88,0.8,,,1.7,6.2,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-soya-drink-venti,Blonde Iced Latte - soya drink Venti,,111,8.5,4.8,7.4,88,0.8,,,1.9,6.2,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-oat-drink-tall,Blonde Iced Latte - oat drink Tall,,96,1.5,4.7,11,80,0.5,,,1.8,5.1,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-oat-drink-grande,Blonde Iced Latte - oat drink Grande,,149,2.3,7.4,17.1,124,0.8,,,2.7,8.1,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-oat-drink-venti,Blonde Iced Latte - oat drink Venti,,151,2.4,7.4,17.3,124,0.8,,,2.8,8.1,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-coconut-drink-tall,Blonde Iced Latte - coconut drink Tall,,75,1.9,4.1,6.3,28,3.7,,,2.6,5.6,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-coconut-drink-grande,Blonde Iced Latte - coconut drink Grande,,117,2.8,6.4,9.5,44,5.8,,,4,8.9,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-coconut-drink-venti,Blonde Iced Latte - coconut drink Venti,,119,3,6.4,9.8,44,5.8,,,4.1,8.8,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-semi-skimmed-milk-tall,Decaf Iced Latte - semi skimmed milk Tall,,83,5.8,2.8,8.5,68,1.8,,,0.2,7.5,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-semi-skimmed-milk-grande,Decaf Iced Latte - semi skimmed milk Grande,,128,9,4.4,13,108,2.8,,,0.2,11.9,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-semi-skimmed-milk-venti,Decaf Iced Latte - semi skimmed milk Venti,,131,9.1,4.4,13.4,108,2.8,,,0.3,11.8,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-whole-milk-tall,Decaf Iced Latte - whole milk Tall,,108,5.6,5.8,8.4,68,3.6,,,0.2,7.3,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-whole-milk-grande,Decaf Iced Latte - whole milk Grande,,168,8.8,9.2,12.7,104,5.8,,,0.2,11.6,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-whole-milk-venti,Decaf Iced Latte - whole milk Venti,,170,8.8,9.1,13.2,104,5.7,,,0.3,11.6,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-skimmed-milk-tall,Decaf Iced Latte - skimmed milk Tall,,64,5.8,0.6,8.7,68,0.2,,,0.2,7.6,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-skimmed-milk-grande,Decaf Iced Latte - skimmed milk Grande,,98,9,0.9,13.2,112,0.4,,,0.2,12.2,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-skimmed-milk-venti,Decaf Iced Latte - skimmed milk Venti,,101,9.1,0.9,13.7,108,0.4,,,0.3,12.1,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-almond-drink-tall,Decaf Iced Latte - almond drink Tall,,47,1,2,5,44,0.2,,,0.5,4,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-almond-drink-grande,Decaf Iced Latte - almond drink Grande,,70,1.5,3.1,7.3,72,0.3,,,0.7,6.3,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-almond-drink-venti,Decaf Iced Latte - almond drink Venti,,73,1.6,3.1,7.9,72,0.3,,,0.8,6.3,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-soya-drink-tall,Decaf Iced Latte - soya drink Tall,,72,5.3,3,5.2,56,0.5,,,1.2,3.9,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-soya-drink-grande,Decaf Iced Latte - soya drink Grande,,110,8.3,4.8,7.5,88,0.8,,,1.7,6.2,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-soya-drink-venti,Decaf Iced Latte - soya drink Venti,,113,8.4,4.8,8.1,88,0.8,,,1.8,6.2,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-oat-drink-tall,Decaf Iced Latte - oat drink Tall,,97,1.5,4.7,11.4,80,0.5,,,1.7,5.1,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-oat-drink-grande,Decaf Iced Latte - oat drink Grande,,151,2.2,7.4,17.5,124,0.8,,,2.7,8.1,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-oat-drink-venti,Decaf Iced Latte - oat drink Venti,,153,2.3,7.4,17.9,124,0.8,,,2.7,8.1,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-coconut-drink-tall,Decaf Iced Latte - coconut drink Tall,,77,1.8,4.1,6.7,28,3.7,,,2.6,5.6,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-coconut-drink-grande,Decaf Iced Latte - coconut drink Grande,,118,2.8,6.4,9.9,44,5.8,,,4,8.9,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-iced-latte-coconut-drink-venti,Decaf Iced Latte - coconut drink Venti,,121,2.9,6.4,10.4,44,5.8,,,4.1,8.8,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-semi-skimmed-milk-tall,Blonde Classic Iced Cappuccino - semi skimmed milk Tall,,70,5,2.4,7,56,1.5,,,0.3,6.3,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-semi-skimmed-milk-grande,Blonde Classic Iced Cappuccino - semi skimmed milk Grande,,105,7.5,3.6,10.5,88,2.3,,,0.3,9.8,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-semi-skimmed-milk-venti,Blonde Classic Iced Cappuccino - semi skimmed milk Venti,,114,8.1,3.9,11.4,96,2.5,,,0.4,10.4,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-whole-milk-tall,Blonde Classic Iced Cappuccino - whole milk Tall,,91,4.8,4.9,6.9,56,3.1,,,0.3,6.2,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-whole-milk-grande,Blonde Classic Iced Cappuccino - whole milk Grande,,138,7.3,7.6,10.2,88,4.8,,,0.3,9.6,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-whole-milk-venti,Blonde Classic Iced Cappuccino - whole milk Venti,,149,7.9,8,11.2,92,5.1,,,0.4,10.2,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-skimmed-milk-tall,Blonde Classic Iced Cappuccino - skimmed milk Tall,,54,5,0.5,7.1,60,0.2,,,0.3,6.4,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-skimmed-milk-grande,Blonde Classic Iced Cappuccino - skimmed milk Grande,,80,7.5,0.8,10.7,92,0.3,,,0.3,10,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-skimmed-milk-venti,Blonde Classic Iced Cappuccino - skimmed milk Venti,,88,8.1,0.9,11.6,96,0.4,,,0.4,10.6,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-almond-drink-tall,Blonde Classic Iced Cappuccino - almond drink Tall,,39,1,1.7,4,40,0.2,,,0.5,3.3,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-almond-drink-grande,Blonde Classic Iced Cappuccino - almond drink Grande,,58,1.3,2.6,5.8,60,0.2,,,0.7,5.2,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-almond-drink-venti,Blonde Classic Iced Cappuccino - almond drink Venti,,64,1.5,2.8,6.5,64,0.3,,,0.8,5.5,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-soya-drink-tall,Blonde Classic Iced Cappuccino - soya drink Tall,,61,4.6,2.6,4.1,48,0.4,,,1.1,3.3,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-soya-drink-grande,Blonde Classic Iced Cappuccino - soya drink Grande,,91,7,3.9,6,72,0.6,,,1.5,5.1,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-soya-drink-venti,Blonde Classic Iced Cappuccino - soya drink Venti,,99,7.5,4.2,6.7,76,0.7,,,1.7,5.5,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-oat-drink-tall,Blonde Classic Iced Cappuccino - oat drink Tall,,82,1.3,4,9.4,68,0.4,,,1.6,4.3,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-oat-drink-grande,Blonde Classic Iced Cappuccino - oat drink Grande,,124,1.9,6.1,14.2,104,0.6,,,2.3,6.7,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-oat-drink-venti,Blonde Classic Iced Cappuccino - oat drink Venti,,134,2.2,6.5,15.3,108,0.7,,,2.5,7.1,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-coconut-drink-tall,Blonde Classic Iced Cappuccino - coconut drink Tall,,65,1.6,3.4,5.4,24,3.1,,,2.3,4.7,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-coconut-drink-grande,Blonde Classic Iced Cappuccino - coconut drink Grande,,97,2.4,5.3,8,36,4.8,,,3.4,7.3,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-classic-iced-cappuccino-coconut-drink-venti,Blonde Classic Iced Cappuccino - coconut drink Venti,,105,2.7,5.6,8.8,40,5.1,,,3.7,7.8,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-semi-skimmed-milk-tall,Decaf Classic Iced Cappuccino - semi skimmed milk Tall,,71,4.9,2.4,7.4,56,1.5,,,0.2,6.3,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-semi-skimmed-milk-grande,Decaf Classic Iced Cappuccino - semi skimmed milk Grande,,107,7.5,3.6,10.9,88,2.3,,,0.2,9.8,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-semi-skimmed-milk-venti,Decaf Classic Iced Cappuccino - semi skimmed milk Venti,,116,8,3.9,12,96,2.5,,,0.3,10.4,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-whole-milk-tall,Decaf Classic Iced Cappuccino - whole milk Tall,,92,4.8,4.9,7.3,56,3.1,,,0.2,6.2,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-whole-milk-grande,Decaf Classic Iced Cappuccino - whole milk Grande,,140,7.3,7.6,10.7,88,4.8,,,0.2,9.6,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-whole-milk-venti,Decaf Classic Iced Cappuccino - whole milk Venti,,151,7.8,8,11.8,92,5.1,,,0.3,10.2,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-skimmed-milk-tall,Decaf Classic Iced Cappuccino - skimmed milk Tall,,55,4.9,0.5,7.5,60,0.2,,,0.2,6.5,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-skimmed-milk-grande,Decaf Classic Iced Cappuccino - skimmed milk Grande,,82,7.5,0.8,11.1,92,0.3,,,0.2,10,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-skimmed-milk-venti,Decaf Classic Iced Cappuccino - skimmed milk Venti,,90,8,0.9,12.2,96,0.4,,,0.3,10.6,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-almond-drink-tall,Decaf Classic Iced Cappuccino - almond drink Tall,,41,0.9,1.7,4.4,40,0.2,,,0.5,3.4,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-almond-drink-grande,Decaf Classic Iced Cappuccino - almond drink Grande,,59,1.3,2.6,6.2,60,0.2,,,0.6,5.2,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-almond-drink-venti,Decaf Classic Iced Cappuccino - almond drink Venti,,66,1.5,2.8,7.1,64,0.3,,,0.8,5.5,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-soya-drink-tall,Decaf Classic Iced Cappuccino - soya drink Tall,,62,4.5,2.6,4.5,48,0.4,,,1,3.3,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-soya-drink-grande,Decaf Classic Iced Cappuccino - soya drink Grande,,92,6.9,3.9,6.4,72,0.6,,,1.4,5.1,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-soya-drink-venti,Decaf Classic Iced Cappuccino - soya drink Venti,,101,7.4,4.2,7.3,76,0.7,,,1.6,5.5,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-oat-drink-tall,Decaf Classic Iced Cappuccino - oat drink Tall,,83,1.3,4,9.8,68,0.4,,,1.5,4.4,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-oat-drink-grande,Decaf Classic Iced Cappuccino - oat drink Grande,,125,1.9,6.1,14.6,104,0.6,,,2.2,6.7,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-oat-drink-venti,Decaf Classic Iced Cappuccino - oat drink Venti,,136,2.1,6.5,15.9,108,0.7,,,2.5,7.1,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-coconut-drink-tall,Decaf Classic Iced Cappuccino - coconut drink Tall,,66,1.6,3.4,5.8,24,3.1,,,2.2,4.7,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-coconut-drink-grande,Decaf Classic Iced Cappuccino - coconut drink Grande,,98,2.3,5.3,8.4,36,4.8,,,3.3,7.3,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,decaf-classic-iced-cappuccino-coconut-drink-venti,Decaf Classic Iced Cappuccino - coconut drink Venti,,107,2.6,5.6,9.4,40,5.1,,,3.6,7.8,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-macchiato-semi-skimmed-milk-tall,Blonde Iced Latte Macchiato - semi skimmed milk Tall,,90,6.4,3.1,9,76,2,,,0.3,8.3,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-macchiato-semi-skimmed-milk-grande,Blonde Iced Latte Macchiato - semi skimmed milk Grande,,131,9.4,4.5,12.9,112,2.9,,,0.3,12.3,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-macchiato-semi-skimmed-milk-venti,Blonde Iced Latte Macchiato - semi skimmed milk Venti,,136,9.7,4.7,13.6,116,3,,,0.4,12.6,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-macchiato-whole-milk-tall,Blonde Iced Latte Macchiato - whole milk Tall,,118,6.3,6.4,8.8,72,4.1,,,0.3,8.1,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-macchiato-whole-milk-grande,Blonde Iced Latte Macchiato - whole milk Grande,,172,9.1,9.5,12.7,108,6,,,0.3,12,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-macchiato-whole-milk-venti,Blonde Iced Latte Macchiato - whole milk Venti,,179,9.5,9.7,13.3,112,6.1,,,0.4,12.3,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-macchiato-skimmed-milk-tall,Blonde Iced Latte Macchiato - skimmed milk Tall,,69,6.4,0.7,9.2,76,0.3,,,0.3,8.5,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-macchiato-skimmed-milk-grande,Blonde Iced Latte Macchiato - skimmed milk Grande,,100,9.4,0.9,13.2,116,0.4,,,0.3,12.5,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-macchiato-skimmed-milk-venti,Blonde Iced Latte Macchiato - skimmed milk Venti,,105,9.7,1,13.8,116,0.4,,,0.4,12.8,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-macchiato-almond-drink-tall,Blonde Iced Latte Macchiato - almond drink Tall,,50,1.2,2.2,5.1,52,0.2,,,0.6,4.4,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-macchiato-almond-drink-grande,Blonde Iced Latte Macchiato - almond drink Grande,,71,1.6,3.2,7.1,76,0.3,,,0.8,6.5,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-macchiato-almond-drink-venti,Blonde Iced Latte Macchiato - almond drink Venti,,76,1.8,3.3,7.6,76,0.3,,,0.9,6.6,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-macchiato-soya-drink-tall,Blonde Iced Latte Macchiato - soya drink Tall,,78,5.9,3.4,5.2,60,0.6,,,1.3,4.4,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
Starbucks,blonde-iced-latte-macchiato-soya-drink-grande,Blonde Iced Latte Macchiato - soya drink Grande,,112,8.7,4.9,7.3,92,0.8,,,1.8,6.4,,,,,,,,,,,,,,,,,,,,Winter FY26 UK/IRE beverage nutritionals (from PDF),,,,,,,2026/2/7,
