restaurant_name,food_name,calories,protein_g,total_fat_g,sodium_mg,total_carbs_g,saturated_fat_g,trans_fat_g,cholesterol_mg,fiber_g,sugars_g,food_id,food_name_cn,description,allergens,local_image_path,scraped_date
Subway,Buffalo Chicken Protein Bowl,380,36,21,2080,13,4,0,115,4,7,954450,,"Buffalo Chicken Protein Bowl, Footlong Meat Portion, Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers and Olives, w/o Dressing or Cheese Unless Noted, Protein Bowls",,,2026-02-04
Subway,Sweet Onion Chicken Teriyaki Protein Bowl,330,34,5,1090,41,2,0,95,3,42,954460,,"Sweet Onion Chicken Teriyaki Protein Bowl, Footlong Meat Portion, Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers and Olives, w/o Dressing or Cheese Unless Noted, Protein Bowls",,,2026-02-04
Subway,Rotisserie-Style Chicken Protein Bowl,220,31,8,810,8,3,0,105,3,4,954457,,"Rotisserie-Style Chicken Protein Bowl, Footlong Meat Portion, Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers and Olives, w/o Dressing or Cheese Unless Noted, Protein Bowls",,,2026-02-04
Subway,Roast Beef Protein Bowl,230,30,7,920,12,2,0,75,3,7,954456,,"Roast Beef Protein Bowl, Footlong Meat Portion, Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers and Olives, w/o Dressing or Cheese Unless Noted, Protein Bowls",,,2026-02-04
Subway,"6"" Steak, Egg White & Cheese",350,28,12,1130,38,5,0,45,,3,954480,,"6"" Steak, Egg White & Cheese, Artisan Italian, American Cheese, Breakfast & Pizza & Sliders",,,2026-02-04
Subway,"6"" Oven Roasted Chicken",400,26,15,1250,42,8,0,75,4,7,954441,,"6"" Oven Roasted Chicken, Bread, Cheese, Select Vegetables, Make any Sandwich into a 6"" Fresh Melt Limited Time Offer/Regional",,,2026-02-04
Subway,"6"" Oven Roasted Turkey Fresh Melt",380,25,14,1420,41,7,0,55,4,6,950209,,"6"" Oven Roasted Turkey Fresh Melt, Bread, Cheese, Select Vegetables, Make any Sandwich into a 6"" Fresh Melt",,,2026-02-04
Subway,Steak & Cheese on Plain Wrap,570,43,20,1700,55,7,0,120,3,4,950183,,"Steak & Cheese on Plain Wrap, Make any Build Your Own Sandwich into a Wrap, Select Fresh Vegetables and Footlong Meat Portion",,,2026-02-04
Subway,Buffalo Chicken Wrap (with Grilled Chicken) on Plain Wrap,560,42,19,1800,56,4,0,110,3,5,950179,,"Buffalo Chicken Wrap (with Grilled Chicken) on Plain Wrap, Make any Build Your Own Sandwich into a Wrap, Select Fresh Vegetables and Footlong Meat Portion",,,2026-02-04
Subway,Grilled Chicken on Plain Wrap,470,42,11,1010,54,2,0,100,3,5,954429,,"Grilled Chicken on Plain Wrap, Make any Sandwich into a Wrap Limited Time Offer/Regional Wrap, Select Fresh Vegetables and Footlong Meat Portion",,,2026-02-04
Subway,Sweet Onion Chicken Teriyaki on Plain Wrap,540,41,11,1300,71,2,0,95,3,23,921583,,"Sweet Onion Chicken Teriyaki on Plain Wrap, Make any Build Your Own Sandwich into a Wrap, Select Fresh Vegetables and Footlong Meat Portion",,,2026-02-04
Subway,"Black Forest Ham, Egg White & Cheese Wrap",580,39,21,1860,59,5,0,40,2,5,954485,,"Black Forest Ham, Egg White & Cheese Plain Wrap, Breakfast & Pizza & Sliders",,,2026-02-04
Subway,"6"" Chicken & Bacon Ranch (with Rotisserie-Style Chicken) Fresh Melt",570,38,32,1400,39,12,1,110,2,5,436,,"6"" Chicken & Bacon Ranch (with Rotisserie-Style Chicken) Fresh Melt, Bread, Cheese, Select Vegetables, Make any Sandwich into a 6"" Fresh Melt",,,2026-02-04
Subway,Roast Beef on Plain Wrap,500,38,14,1440,58,3,0,75,3,7,921580,,"Roast Beef on Plain Wrap, Make any Build Your Own Sandwich into a Wrap, Select Fresh Vegetables and Footlong Meat Portion",,,2026-02-04
Subway,Rotisserie-Style Chicken on Plain Wrap,500,38,15,1380,54,3,0,105,4,4,921581,,"Rotisserie-Style Chicken on Plain Wrap, Make any Build Your Own Sandwich into a Wrap, Select Fresh Vegetables and Footlong Meat Portion",,,2026-02-04
Subway,"Grilled Chicken, Footlong",730,82,11,1470,80,3,0,200,9,13,954419,,"Grilled Chicken, Footlong, Footlong of Vegetables and Cheese, Double Footlong Portion of Protein, Footlong Pro Limited Time Offer/ Regionals Footlong Pro Subs, Sandwiches",,,2026-02-04
Subway,"Rotisserie-Style Chicken, Footlong",790,75,19,2220,80,5,0,210,9,11,954412,,"Rotisserie-Style Chicken, Footlong, Footlong of Vegetables and Cheese, Double Footlong Portion of Protein, Footlong Pro Build Your Own  Sandwiches, Sandwiches",,,2026-02-04
Subway,"Roast beef, Footlong",780,73,16,2330,87,5,0,155,8,17,954411,,"Roast beef, Footlong, Footlong of Vegetables and Cheese, Double Footlong Portion of Protein, Footlong Pro Build Your Own  Sandwiches, Sandwiches",,,2026-02-04
Subway,"Oven Roasted Chicken, Footlong",720,67,14,1830,85,4,0,175,9,15,954420,,"Oven Roasted Chicken, Footlong, Footlong of Vegetables and Cheese, Double Footlong Portion of Protein, Footlong Pro Limited Time Offer/ Regionals Footlong Pro Subs, Sandwiches",,,2026-02-04
Subway,"Oven Roasted Turkey, Footlong",640,62,9,2540,80,2,0,100,8,12,954410,,"Oven Roasted Turkey, Footlong, Footlong of Vegetables and Cheese, Double Footlong Portion of Protein, Footlong Pro Build Your Own  Sandwiches, Sandwiches",,,2026-02-04
Subway,"Oven Roasted Turkey and Ham, Footlong",650,58,10,2570,84,3,0,105,8,14,954421,,"Oven Roasted Turkey and Ham, Footlong, Footlong of Vegetables and Cheese, Double Footlong Portion of Protein, Footlong Pro Limited Time Offer/ Regionals Footlong Pro Subs, Sandwiches",,,2026-02-04
Subway,Chicken & Bacon Ranch (with Rotisserie-Style Chicken) Protein Bowl,760,55,55,1750,13,21,1,205,4,7,954451,,"Chicken & Bacon Ranch (with Rotisserie-Style Chicken) Protein Bowl, Footlong Meat Portion, Lettuce, Spinach, Tomatoes, Onions, Green Peppers, Cucumbers and Olives, w/o Dressing or Cheese Unless Noted, Protein Bowls",,,2026-02-04
Subway,"Black Forest Ham, Footlong",670,55,12,2610,88,4,0,110,8,15,954404,,"Black Forest Ham, Footlong, Footlong of Vegetables and Cheese, Double Footlong Portion of Protein, Footlong Pro Build Your Own  Sandwiches, Sandwiches",,,2026-02-04
Subway,"#3 The Monster, Footlong",1470,114,80,3750,83,30,2,355,3,11,954392,,"#3 The Monster, Footlong of Vegetables and Cheese, Double Footlong Portion of Protein, Footlong Pro Subway Series Sandwiches, Sandwiches",,,2026-02-04
Subway,"Chicken & Bacon Ranch (with Rotisserie-Style Chicken), Footlong",1410,107,78,3540,80,29,1,345,4,11,954406,,"Chicken & Bacon Ranch (with Rotisserie-Style Chicken), Footlong, Footlong of Vegetables and Cheese, Double Footlong Portion of Protein, Footlong Pro Build Your Own  Sandwiches, Sandwiches",,,2026-02-04
Subway,"#8 The Great Garlic, Footlong",1290,101,69,3530,79,22,1,310,4,11,954398,,"#8 The Great Garlic, Footlong of Vegetables and Cheese, Double Footlong Portion of Protein, Footlong Pro Subway Series Sandwiches, Sandwiches",,,2026-02-04
Subway,"#1 The Philly, Footlong",1190,95,60,3140,78,21,2,285,3,7,954390,,"#1 The Philly, Footlong of Vegetables and Cheese, Double Footlong Portion of Protein, Footlong Pro Subway Series Sandwiches, Sandwiches",,,2026-02-04
Subway,"#12 Turkey Cali Club (with Smashed Avocado), Footlong",1460,94,83,3820,88,25,1,225,11,15,954402,,"#12 Turkey Cali Club (with Smashed Avocado, Footlong of Vegetables and Cheese, Double Footlong Portion of Protein, Footlong Pro Subway Series Sandwiches, Sandwiches)",,,2026-02-04
Subway,"#12 Turkey Cali Club (with Sliced Avocado), Footlong",1410,94,78,3570,87,24,1,225,11,15,954403,,"#12 Turkey Cali Club (with Sliced Avocado), Footlong of Vegetables and Cheese, Double Footlong Portion of Protein, Footlong Pro Subway Series Sandwiches, Sandwiches",,,2026-02-04
Subway,"#11 Subway Club, Footlong",1140,94,46,3790,87,13,1,220,8,16,954401,,"#11 Subway Club, Footlong of Vegetables and Cheese, Double Footlong Portion of Protein, Footlong Pro Subway Series Sandwiches, Sandwiches",,,2026-02-04
Subway,"#2 The Outlaw, Footlong",1120,93,52,3330,78,21,1,295,3,8,954391,,"#2 The Outlaw, Footlong of Vegetables and Cheese, Double Footlong Portion of Protein, Footlong Pro Subway Series Sandwiches, Sandwiches",,,2026-02-04
Chick-fil-A,"Grilled Nuggets, 12ct",200,38,4.5,660,2,1,0,130,0,1,92129,,"Grilled Nuggets, 12ct, Entrees",,,2026-02-04
Chick-fil-A,"Grilled Nuggets, 8ct",130,25,3,440,1,0.5,0,85,0,1,92128,,"Grilled Nuggets, 8ct, Entrees",,,2026-02-04
Chick-fil-A,"Chick-fil-A Chick-n-Strips, 2ct",200,19,9,580,11,2,0,50,0,1,150768,,"Chick-fil-A Chick-n-Strips, 2ct, Entrees",,,2026-02-04
Chick-fil-A,2ct Chick-n-Strips Kid's Meal,200,19,9,580,11,2,0,50,0,1,952161,,"2ct Chick-n-Strips Kid's Meal, Kid's Meal Sides, Prize, Beverage, Kid's Meals",,,2026-02-04
Chick-fil-A,"Chick-fil-A Nuggets, 5ct",160,17,7,760,7,1.5,0,50,0,1,944949,,"Chick-fil-A Nuggets, 5ct, Entrees",,,2026-02-04
Chick-fil-A,5ct Nuggets Kid's Meal,160,17,7,760,7,1.5,0,50,0,1,952160,,"5ct Nuggets Kid's Meal, Kid's Meal Sides, Prize, Beverage, Kid's Meals",,,2026-02-04
Chick-fil-A,"Grilled Nuggets, 5ct",80,16,2,270,1,0,0,55,0,0,944961,,"Grilled Nuggets, 5ct, Entrees",,,2026-02-04
Chick-fil-A,5ct Grilled Nuggets Kid's Meal,80,16,2,270,1,0,0,55,0,0,952162,,"5ct Grilled Nuggets Kid's Meal, Kid's Meal Sides, Prize, Beverage, Kid's Meals",,,2026-02-04
Chick-fil-A,"Chick-fil-A Nuggets, 12ct",380,40,17,1820,16,3.5,0,125,0,1,1180,,"Chick-fil-A Nuggets, 12ct, Entrees",,,2026-02-04
Chick-fil-A,"Chick-fil-A Chick-n-Strips, 3ct",310,29,14,870,16,2.5,0,75,0,2,12678,,"Chick-fil-A Chick-n-Strips, 3ct, Entrees",,,2026-02-04
Chick-fil-A,"Hash Brown Scramble Bowl w/ Grilled Filet, no Hash Browns",260,29,16,950,2,7,0,415,1,2,927893,,"Hash Brown Scramble Bowl w/ Grilled Filet, no Hash Browns, Breakfast",,,2026-02-04
Chick-fil-A,Grilled Chicken Sandwich,380,28,12,760,43,2,0,75,3,11,301,,"Grilled Chicken Sandwich, Entrees",,,2026-02-04
Chick-fil-A,"Hash Brown Scramble Bowl w/ Nuggets, no Hash Browns",320,28,20,1100,7,7,0,415,0,2,927894,,"Hash Brown Scramble Bowl w/ Nuggets, no Hash Browns, Breakfast",,,2026-02-04
Chick-fil-A,"Hash Brown Scramble Bowl w/ Spicy Chick-n-Strips, no Hash Browns",320,27,19,1210,10,7,0,360,2,2,952143,,"Hash Brown Scramble Bowl w/ Spicy Chick-n-Strips, no Hash Browns, Breakfast",,,2026-02-04
Chick-fil-A,"Hash Brown Scramble Bowl w/ Spicy Chicken, no Hash Browns",310,27,20,1110,7,7,0,405,0,2,952144,,"Hash Brown Scramble Bowl w/ Spicy Chicken, no Hash Browns, Breakfast",,,2026-02-04
Chick-fil-A,"Chick-fil-A Nuggets, 8ct",250,27,11,1210,11,2.5,0,85,0,1,180298,,"Chick-fil-A Nuggets, 8ct, Entrees",,,2026-02-04
Chick-fil-A,"Chicken Tortilla Soup, Bowl",580,44,16,1980,65,5,0,90,31,7,952159,,"Chicken Tortilla Soup, Bowl, Sides",,,2026-02-04
Chick-fil-A,"Chick-fil-A Chick-n-Strips, 4ct",410,39,19,1150,22,3.5,0,100,0,2,1181,,"Chick-fil-A Chick-n-Strips, 4ct, Entrees",,,2026-02-04
Chick-fil-A,Grilled Chicken Club w/ Colby Jack,520,37,22,1110,44,8,0,105,3,12,303,,"Grilled Chicken Club w/ Colby Jack, Entrees",,,2026-02-04
Chick-fil-A,Grilled Chicken Club w/ Pepper Jack,510,37,22,1110,44,7,0,5,3,11,927939,,"Grilled Chicken Club w/ Pepper Jack, Entrees",,,2026-02-04
Chick-fil-A,Chick-fil-A Deluxe Sandwich w/ Colby Jack,530,35,24,1550,44,8,0,90,2,7,927932,,"Chick-fil-A Deluxe Sandwich w/ Colby Jack, Entrees",,,2026-02-04
Chick-fil-A,Grilled Chicken Club w/ American,490,35,20,1200,44,6,0,100,3,12,927938,,"Grilled Chicken Club w/ American, Entrees",,,2026-02-04
Chick-fil-A,Spicy Deluxe Sandwich w/ Colby Jack,550,34,25,1820,47,8,0,85,3,7,927936,,"Spicy Deluxe Sandwich w/ Colby Jack, Entrees",,,2026-02-04
Chick-fil-A,Chick-fil-A Deluxe Sandwich w/ Pepper Jack,520,34,24,1550,44,8,0,90,2,7,927933,,"Chick-fil-A Deluxe Sandwich w/ Pepper Jack, Entrees",,,2026-02-04
Chick-fil-A,Chick-fil-A Cool Wrap,660,43,45,1420,32,9,0,110,14,5,944962,,"Chick-fil-A Cool Wrap, Entrees",,,2026-02-04
Chick-fil-A,Cobb Salad w/ Grilled Nuggets,730,41,52,1450,24,11,0,240,6,9,150774,,"Cobb Salad w/ Grilled Nuggets, Salads",,,2026-02-04
Chick-fil-A,"Garden Salad Tray, Large",690,41,37,810,54,23,1.5,110,19,26,945027,,"Garden Salad Tray, Large, Trays",,,2026-02-04
Chick-fil-A,Spicy Southwest Salad w/ Grilled Nuggets,720,39,50,1280,29,10,0,125,8,8,150778,,"Spicy Southwest Salad w/ Grilled Nuggets, Salads",,,2026-02-04
Chick-fil-A,Cobb Salad w/ Grilled Filet (Hot or Cold),700,37,51,1380,25,11,0,225,5,9,150773,,"Cobb Salad w/ Grilled Filet (Hot or Cold), Salads",,,2026-02-04
Chick-fil-A,Grilled Market Salad w/ Chick-fil-A Chick-n-Strips,750,36,43,1520,57,8,0,85,5,27,150769,,"Grilled Market Salad w/ Chick-fil-A Chick-n-Strips, Salads",,,2026-02-04
Chick-fil-A,Cobb Salad w/ Spicy Grilled Filet (Cold),710,36,51,1770,25,11,0,220,6,9,171366,,"Cobb Salad w/ Spicy Grilled Filet (Cold), Salads",,,2026-02-04
Chick-fil-A,Spicy Southwest Salad w/ Grilled Filet (Cold),690,35,49,1220,29,9.5,0,110,7,8,952150,,"Spicy Southwest Salad w/ Grilled Filet (Cold), Salads",,,2026-02-04
Chick-fil-A,"Mac & Cheese Tray, Large",9850,442,624,26050,616,355,7,1500,63,71,945024,,"Mac & Cheese Tray, Large, Trays",,,2026-02-04
Chick-fil-A,"Mac & Cheese Tray, Small",4920,221,312,13020,308,178,3.5,750,31,36,945023,,"Mac & Cheese Tray, Small, Trays",,,2026-02-04
Chick-fil-A,"Chick-fil-A Nuggets, 30ct",950,100,43,4550,41,9,0,315,0,4,180299,,"Chick-fil-A Nuggets, 30ct, Entrees",,,2026-02-04
Chick-fil-A,"Chick-fil-A Nuggets, 30ct Football-Shaped Tray",950,100,43,4550,41,9,0,315,0,4,952147,,"Chick-fil-A Nuggets, 30ct Football-Shaped Tray, Entrees",,,2026-02-04
Chick-fil-A,"Chick-fil-A Chick-n-Minis, 10ct",910,49,34,2640,103,10,0,150,6,19,952135,,"Chick-fil-A Chick-n-Minis, 10ct, Breakfast",,,2026-02-04
Chick-fil-A,"Chick-fil-A Chick-n-Minis, 10ct Football-Shaped Tray",910,49,34,2640,103,10,0,150,6,19,952136,,"Chick-fil-A Chick-n-Minis, 10ct Football-Shaped Tray, Breakfast",,,2026-02-04
Chick-fil-A,Cobb Salad w/ Chick-fil-A Chick-n-Strips,910,45,63,1870,40,13,0,230,6,10,180300,,"Cobb Salad w/ Chick-fil-A Chick-n-Strips, Salads",,,2026-02-04
Chick-fil-A,Spicy Southwest Salad w/ Chick-fil-A Chick-n-Strips,890,43,61,1710,44,12,0,115,8,9,150776,,"Spicy Southwest Salad w/ Chick-fil-A Chick-n-Strips, Salads",,,2026-02-04
Domino's,"Extra Cheese, 12"" Medium Crunchy Thin Crust",200,12,14,600,4,9,0.5,50,0,0,945718,,"Extra Cheese, 12"" Medium Crunchy Thin Crust, Cheese Only Pizza",,,2026-02-04
Domino's,"Double Cheese, 12"" Medium Crunchy Thin Crust",200,12,14,600,4,9,0.5,50,0,0,945775,,"Double Cheese, 12"" Medium Crunchy Thin Crust, Cheese Only Pizza, Pizza w/ Other Toppings",,,2026-02-04
Domino's,"Extra Cheese, 10"" Small Gluten Free",180,11,13,560,4,8,0,50,0,0,172131,,"Extra Cheese, 10"" Small Gluten Free, Cheese Only Pizza",,,2026-02-04
Domino's,"Extra Cheese, 10"" Small Hand Tossed Crust",180,11,13,560,4,8,0,50,0,0,945747,,"Extra Cheese, 10"" Small Hand Tossed Crust, Cheese Only Pizza",,,2026-02-04
Domino's,"Double Cheese, 10"" Small Hand Tossed",180,11,13,560,4,8,0,50,0,0,945820,,"Double Cheese, 10"" Small Hand Tossed, Cheese Only and Pizza w/ Other Toppings",,,2026-02-04
Domino's,"Double Cheese, 10"" Small Gluten Free",180,11,13,560,4,8,0,50,0,0,956441,,"Double Cheese, 10"" Small Gluten Free, Cheese Only Pizza, Cheese Pizza w/ Other Toppings",,,2026-02-04
Domino's,"Extra Cheese, 16"" Extra Large Brooklyn",180,10,14,490,3,9,0,50,0,0,151555,,"Extra Cheese, 16"" Extra Large Brooklyn, Cheese Only Pizza, Cheese Pizza w/ Other Toppings",,,2026-02-04
Domino's,"Extra Cheese, 16"" Extra Large Hand Tossed",180,10,13,540,3,8,0,45,0,0,945790,,"Extra Cheese, 16"" Extra Large Hand Tossed, Cheese Only Pizzas",,,2026-02-04
Domino's,Chicken Parm Sandwich,380,24,15,1080,36,7,0,60,2,2,956485,,"Chicken Parm Sandwich, Oven Baked Sandwiches",,,2026-02-04
Domino's,Sweet & Spicy Chicken Habanero Sandwich,400,22,16,1120,42,8,0,60,1,7,956489,,"Sweet & Spicy Chicken Habanero Sandwich, Oven Baked Sandwiches",,,2026-02-04
Domino's,Philly Cheese Steak Sandwich,360,19,15,1320,37,8,0.5,50,2,3,956488,,"Philly Cheese Steak Sandwich, Oven Baked Sandwiches",,,2026-02-04
Domino's,Chicken Caesar Salad,220,18,8,570,14,3,0,40,2,3,956503,,"Chicken Caesar Salad, Salads",,,2026-02-04
Domino's,"Philly Cheese Steak, Hand Tossed Crust, Extra Large",400,17,17,920,43,8,0,45,2,3,151295,,"Philly Cheese Steak, Hand Tossed Crust, Extra Large, Specialty Pizzas",,,2026-02-04
Domino's,"Wisconsin 6 Cheese, Hand Tossed Crust, Medium",390,17,18,780,39,9,0.5,45,2,4,151309,,"Wisconsin 6 Cheese, Hand Tossed Crust, Medium, Specialty Pizzas",,,2026-02-04
Domino's,"Honolulu Hawaiian, Hand Tossed Crust, Medium",380,17,17,900,40,8,0,40,2,5,151281,,"Honolulu Hawaiian, Hand Tossed Crust, Medium, Specialty Pizzas",,,2026-02-04
Domino's,"MeatZZa, Hand Tossed Crust, Small",400,16,19,920,38,8,0,45,2,3,151286,,"MeatZZa, Hand Tossed Crust, Small, Specialty Pizzas",,,2026-02-04
Domino's,"Chicken Alfredo, Dish",600,25,29,1110,60,17,0.5,105,2,5,956497,,"Chicken Alfredo, Dish, Penne Pasta, Sandwiches, Pasta, Chicken & Sides",,,2026-02-04
Domino's,Bacon Cheddar Hoagie,520,24,26,1300,48,10,0.5,60,2,12,930515,,"Bacon Cheddar Hoagie, Standard Builds, Domino's Hoagies",,,2026-02-04
Domino's,Buffalo Ranch Hoagie,530,23,30,1750,39,10,1,65,2,4,930516,,"Buffalo Ranch Hoagie, Standard Builds, Domino's Hoagies",,,2026-02-04
Domino's,"Cali Chicken Bacon Ranch, Hand Tossed Crust, Extra Large",530,22,29,1160,44,11,0.5,65,1,3,151267,,"Cali Chicken Bacon Ranch, Hand Tossed Crust, Extra Large, Specialty Pizzas",,,2026-02-04
Domino's,"ExtravaganZZa, Hand Tossed Crust, Extra Large",510,22,25,1270,47,11,0.5,60,2,5,151275,,"ExtravaganZZa, Hand Tossed Crust, Extra Large, Specialty Pizzas",,,2026-02-04
Domino's,Zesty Hoagie,460,22,23,1340,40,8,1,55,2,5,930518,,"Zesty Hoagie, Standard Builds, Domino's Hoagies",,,2026-02-04
Domino's,Chicken Bacon Ranch Sandwich,440,22,22,1260,35,8,0,60,1,2,956484,,"Chicken Bacon Ranch Sandwich, Oven Baked Sandwiches",,,2026-02-04
Domino's,"MeatZZa, Hand Tossed Crust, Extra Large",490,21,24,1210,45,10,0.5,60,2,4,151283,,"MeatZZa, Hand Tossed Crust, Extra Large, Specialty Pizzas",,,2026-02-04
Domino's,"Chicken Carbonara, Dish",690,30,34,1370,63,19,0.5,120,2,6,956499,,"Chicken Carbonara, Dish, Penne Pasta, Sandwiches, Pasta, Chicken & Sides",,,2026-02-04
Domino's,"Italian Sausage Marinara, Dish",700,27,36,1650,68,15,0.5,70,3,13,956495,,"Italian Sausage Marinara, Dish, Penne Pasta, Sandwiches, Pasta, Chicken & Sides",,,2026-02-04
Domino's,"Chicken Carbonara, 1/2 Bread Bowl",730,26,28,1150,93,12,0.5,60,3,6,956498,,"Chicken Carbonara, 1/2 Bread Bowl, Penne Pasta, Sandwiches, Pasta, Chicken & Sides",,,2026-02-04
Domino's,"Italian Sausage Marinara, 1/2 Bread Bowl",740,24,28,1290,96,10,0,35,3,9,956494,,"Italian Sausage Marinara, 1/2 Bread Bowl, Penne Pasta, Sandwiches, Pasta, Chicken & Sides",,,2026-02-04
Domino's,"Chicken Alfredo, 1/2 Bread Bowl",690,23,25,1020,92,10,0.5,55,3,5,956496,,"Chicken Alfredo, 1/2 Bread Bowl, Penne Pasta, Sandwiches, Pasta, Chicken & Sides",,,2026-02-04
Domino's,"Pasta Primavera, 1/2 Bread Bowl",660,18,23,910,92,10,0,35,3,6,956500,,"Pasta Primavera, 1/2 Bread Bowl, Penne Pasta, Sandwiches, Pasta, Chicken & Sides",,,2026-02-04
Domino's,Classic Hoagie,430,21,20,1130,40,8,1,50,2,4,930514,,"Classic Hoagie, Standard Builds, Domino's Hoagies",,,2026-02-04
Domino's,Mushroom Delight Hoagie,430,21,21,1210,39,8,1,50,2,3,930517,,"Mushroom Delight Hoagie, Standard Builds, Domino's Hoagies",,,2026-02-04
Domino's,Italian Sandwich,410,21,20,1470,35,9,0.5,55,2,2,956486,,"Italian Sandwich, Oven Baked Sandwiches",,,2026-02-04
Domino's,"Cheeseburger, Hand Tossed Crust, Extra Large",490,20,24,1130,46,12,1,65,2,5,945938,,"Cheeseburger, Hand Tossed Crust, Extra Large, Specialty Pizzas",,,2026-02-04
Domino's,"Ultimate Pepperoni, Hand Tossed Crust, Extra Large",480,20,24,1140,45,11,0.5,55,2,4,151303,,"Ultimate Pepperoni, Hand Tossed Crust, Extra Large, Specialty Pizzas",,,2026-02-04
Domino's,"Memphis BBQ Chicken, Hand Tossed Crust, Extra Large",460,20,19,860,51,9,0.5,55,2,9,151287,,"Memphis BBQ Chicken, Hand Tossed Crust, Extra Large, Specialty Pizzas",,,2026-02-04
Domino's,"Buffalo Chicken, Hand Tossed Crust, Extra Large",450,20,20,1090,44,10,0.5,60,1,3,151263,,"Buffalo Chicken, Hand Tossed Crust, Extra Large, Specialty Pizzas",,,2026-02-04
Domino's,"Chicken Taco, Hand Tossed Crust, Extra Large",450,20,20,990,45,10,0.5,60,2,3,945942,,"Chicken Taco, Hand Tossed Crust, Extra Large, Specialty Pizzas",,,2026-02-04
Domino's,Buffalo Chicken Sandwich,420,20,21,1300,37,8,0.5,60,1,2,956483,,"Buffalo Chicken Sandwich, Oven Baked Sandwiches",,,2026-02-04
Domino's,"Cali Chicken Bacon Ranch, Hand Tossed Crust, Medium",480,19,27,1060,37,10,0.5,60,1,3,151269,,"Cali Chicken Bacon Ranch, Hand Tossed Crust, Medium, Specialty Pizzas",,,2026-02-04
Pizza Hut,"Veggie Lover's, Small Express Thin 'N Crispy Pizza",200,3,6,500,28,3,0,15,9,4,953931,,"Veggie Lover's, Small Express Thin 'N Crispy Pizza",,,2026-02-04
Pizza Hut,Hashbrowns,190,3,9,440,27,1.5,0,0,2,,938993,,"Hashbrowns, Express Breakfast",,,2026-02-04
Pizza Hut,"Buffalo Chicken, Medium Hand Tossed Slice",200,2,6,560,28,2.5,0,20,10,1,155531,,"Buffalo Chicken, Medium Hand Tossed Slice",,,2026-02-04
Pizza Hut,"Hawaiian Chicken, Medium Hand Tossed Slice",200,2,6,420,27,3,0,20,11,2,155762,,"Hawaiian Chicken, Medium Hand Tossed Slice",,,2026-02-04
Pizza Hut,"Zesty Italian Side Salad, Express Salads",200,2,11,690,18,3.5,0,20,10,4,948712,,"Zesty Italian Side Salad, Express Salads",,,2026-02-04
Pizza Hut,"Black Olive, Small Express Thin 'N Crispy Pizza",200,2,7,550,27,3,0,15,8,3,953812,,"Black Olive, Small Express Thin 'N Crispy Pizza",,,2026-02-04
Pizza Hut,Zesty Italian Salad w/ Chicken,200,2,11,690,18,3.5,0,20,10,4,953932,,"Zesty Italian Salad w/ Chicken, Salad",,,2026-02-04
Pizza Hut,"Veggie Lover's, Medium Hand Tossed Slice",190,2,6,370,27,2.5,0,15,8,2,2570,,"Veggie Lover's, Medium Hand Tossed Slice",,,2026-02-04
Pizza Hut,"Coca-Cola, 32 fl oz",390,107,0,105,0,0,0,0,0,0,948785,,"Coca-Cola, 32 fl oz, Drinks",,,2026-02-04
Pizza Hut,Zesty Italian Salad,390,4,23,1370,33,7,0,35,19,7,938590,,"Zesty Italian Salad, Salads, Express Salads",,,2026-02-04
Pizza Hut,"Creamy Tomato Basil Soup w/ Crackers, Bowl",390,4,23,1800,37,9,0.5,40,9,17,938705,,"Creamy Tomato Basil Soup w/ Crackers, Bowl, Soup",,,2026-02-04
Pizza Hut,"Meat Lover's, Large Hand Tossed Slice",390,3,21,830,34,8,0,50,17,2,2633,,"Meat Lover's, Large Hand Tossed Slice",,,2026-02-04
Pizza Hut,"Pepperoni Lover's, Large Original Stuffed Crust Slice",390,3,20,860,36,9,0.5,55,18,2,21264,,"Pepperoni Lover's, Large Original Stuffed Crust Slice",,,2026-02-04
Pizza Hut,"Pepperoni Lover's, Large Hand Tossed Slice",370,3,18,740,34,8,0,50,17,2,21231,,"Pepperoni Lover's, Large Hand Tossed Slice",,,2026-02-04
Pizza Hut,"Supreme, Large Original Stuffed Crust Slice",350,3,16,750,36,8,0,45,16,3,2610,,"Supreme, Large Original Stuffed Crust Slice",,,2026-02-04
Pizza Hut,Triple Chocolate Brownie,350,3,16,120,51,5,0,25,4,34,953929,,"Triple Chocolate Brownie, Dessert",,,2026-02-04
Pizza Hut,Penne w/ Marinara & Mushrooms (1/2 Size),430,6,13,1110,57,7,0,40,21,16,953890,,"Penne w/ Marinara & Mushrooms (1/2 Size), Pasta",,,2026-02-04
Pizza Hut,Penne w/ Marinara (1/2 Size),420,6,13,1110,57,7,0,40,20,15,953892,,"Penne w/ Marinara (1/2 Size), Pasta",,,2026-02-04
Pizza Hut,Straight-Cut Fries w/ Cajun Style Seasoning w/ Ketchup,510,4,24,1600,69,4.5,0,0,4,7,953919,,"Straight-Cut Fries w/ Cajun Style Seasoning w/ Ketchup, Sides",,,2026-02-04
Pizza Hut,Straight-Cut Fries w/ Lemon Pepper Seasoning w/ Ketchup,510,4,24,1520,69,4.5,0,0,4,8,953920,,"Straight-Cut Fries w/ Lemon Pepper Seasoning w/ Ketchup, Sides",,,2026-02-04
