name,code,category,url,image_url,image_path,price,serving_size,ingredients,calories_kcal,total_fat_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,total_carbs_g,fiber_g,sugars_g,added_sugars_g,protein_g,vegetarian
Mexican Pizza Sauce,22749,Sides & sweets,https://www.tacobell.com/food/sauces/mexican-pizza-sauce,https://www.tacobell.com/images/2370_mexican_pizza_sauce_269x269.jpg,images/Mexican_Pizza_Sauce.jpg,$0.30,,"Water, diced tomatoes, diced green chilies, modified food starch, onions, sugar, tomato paste, spices, salt, maltodextrin, paprika (VC), garlic powder, xanthan gum, onion powder, disodium inosinate & guanylate, natural flavors, trehalose, citric acid. [certified vegan]",15,,,,,,,,,,,True
Confetti Cookie Freeze,2388Main,Drinks,https://www.tacobell.com/food/drinks/confetti-cookie-freeze,https://www.tacobell.com/images/2388_confetti_cookie_sprinkle_freeze_269x269.jpg,images/Confetti_Cookie_Freeze.jpg,$3.99,,,0,1.0,0.5,0.0,<5,80,55,0,53,53,0,False
Blue Raspberry Freeze,1663Main,Drinks,https://www.tacobell.com/food/drinks/blue-raspberry-freeze,https://www.tacobell.com/images/1663_blue_raspberry_freeze_bug_269x269.jpg,images/Blue_Raspberry_Freeze.jpg,$3.79,,,0,0.0,0.0,0.0,0,35,30,0,30,30,0,False
Mountain Dew Baja Midnight™,3782Main,Drinks,https://www.tacobell.com/food/drinks/mountain-dew-baja-midnight,https://www.tacobell.com/images/3782_mtn_dew_baja_blast_midnight_269x269.jpg,images/Mountain_Dew_Baja_Midnight.jpg,$2.79,,,0,,,,,,,,,,,False
Strawberry Passionfruit Agua Refresca,3717Main,Drinks,https://www.tacobell.com/food/drinks/strawberry-passionfruit-agua-refresca,https://www.tacobell.com/images/3717_strawberry_passionfruit_agua_refresca_269x269.jpg,images/Strawberry_Passionfruit_Agua_Refresca.jpg,$4.19,,"Water, Green Tea Syrup, Strawberry Passion Fruit Syrup: Pure cane sugar, water, natural flavors, citric acid, sea salt, potassium sorbate (P), FD&C red #40, FD&C yellow #6, Strawberry Pieces: Strawberries",0,0.0,0.0,0.0,0,40,43,0,41,41,0,False
Mango Peach Agua Refresca,3719Main,Drinks,https://www.tacobell.com/food/drinks/mango-peach-agua-refresca,https://www.tacobell.com/images/3719_mango_peach_agua_refresca_269x269.jpg,images/Mango_Peach_Agua_Refresca.jpg,$4.19,,"Water, Green Tea Syrup, Mango Peach Syrup: Pure cane sugar, water, natural flavors, citric acid, sea salt, potassium sorbate (P), FD&C yellow #6, Mango Pieces: Mangos",0,0.0,0.0,0.0,0,40,43,0,42,40,0,False
Dragonfruit Berry Agua Refresca,3718Main,Drinks,https://www.tacobell.com/food/drinks/dragonfruit-berry-agua-refresca,https://www.tacobell.com/images/3718_dragonfruit_berry_agua_refresca_269x269.jpg,images/Dragonfruit_Berry_Agua_Refresca.jpg,$4.19,,"Water, Green Tea Syrup, Dragon Fruit Berry Syrup: Pure cane sugar, water, natural flavors, citric acid, sea salt, potassium sorbate (P), FD&C red #40, FD&C blue #1, Strawberry Pieces: Strawberries",0,0.0,0.0,0.0,0,40,43,0,41,40,0,False
Tropical Punch Rockstar® Energy Refresca,3660Main,Drinks,https://www.tacobell.com/food/drinks/tropical-punch-rockstar-refresca,https://www.tacobell.com/images/3660_tropical_punch_rockstar_refresca_269x269.jpg,images/Tropical_Punch_Rockstar_Energy_Refresca.jpg,$4.99,,,0,0.0,0.0,0.0,0,65,20,0,19,19,0,False
Pineapple Lime Rockstar® Energy Refresca,3669Main,Drinks,https://www.tacobell.com/food/drinks/rockstar-pinapple-lime,https://www.tacobell.com/images/3669_rockstar_pinapple_lime_269x269.jpg,images/Pineapple_Lime_Rockstar_Energy_Refresca.jpg,$4.99,,,0,0.0,0.0,0.0,0,30,12,0,11,11,0,False
MTN DEW® Baja Blast® Freeze,1491Main,Drinks,https://www.tacobell.com/food/drinks/mountain-dew-baja-blast-freeze,https://www.tacobell.com/images/1491_mtn_dew_baja_blast_freeze_269x269.jpg,images/MTN_DEW_Baja_Blast_Freeze.jpg,$3.79,,,0,0.0,0.0,0.0,0,45,41,0,41,41,0,False
Pepsi®,1002Main,Drinks,https://www.tacobell.com/food/drinks/pepsi,https://www.tacobell.com/images/1002_pepsi_new_269x269.jpg,images/Pepsi.jpg,$2.59,,,0,,,,,,,,,,,False
Diet Pepsi®,1007Main,Drinks,https://www.tacobell.com/food/drinks/diet-pepsi,https://www.tacobell.com/images/1007_diet_pepsi_new_269x269.jpg,images/Diet_Pepsi.jpg,$3.19,,,0,,,,,,,,,,,False
Pepsi® Zero Sugar,1107Main,Drinks,https://www.tacobell.com/food/drinks/pepsi-zero-sugar,https://www.tacobell.com/images/1107_pepsi_zero_sugar_269x269.jpg,images/Pepsi_Zero_Sugar.jpg,$2.59,,,0,,,,,,,,,,,False
Cherry Pepsi®,1072Main,Drinks,https://www.tacobell.com/food/drinks/cherry-pepsi,https://www.tacobell.com/images/1072_cherry_pepsi_269x269.jpg,images/Cherry_Pepsi.jpg,$2.59,,,0,,,,,,,,,,,False
MTN DEW®,1012Main,Drinks,https://www.tacobell.com/food/drinks/mtn-dew,https://www.tacobell.com/images/1012_mtn_dew_269x269.jpg,images/MTN_DEW.jpg,$2.59,,,0,,,,,,,,,,,False
MTN DEW® Zero,1147Main,Drinks,https://www.tacobell.com/food/drinks/mtn-dew-zero,https://www.tacobell.com/images/1147_mtn_dew_zero_269x269.jpg,images/MTN_DEW_Zero.jpg,$2.59,,,0,,,,,,,,,,,False
MTN DEW® Baja Blast®,1027Main,Drinks,https://www.tacobell.com/food/drinks/mtn-dew-baja-blast,https://www.tacobell.com/images/1027_mountain_dew_baja_blast_269x269.jpg,images/MTN_DEW_Baja_Blast.jpg,$2.59,,,0,0.0,0.0,0.0,0,65,59,0,59,59,0,False
MTN DEW® Baja Blast™ Zero Sugar,1110Main,Drinks,https://www.tacobell.com/food/drinks/mtn-dew-baja-blast-zero-sugar,https://www.tacobell.com/images/1110_mountain_dew_baja_blast_zero_269x269.jpg,images/MTN_DEW_Baja_Blast_Zero_Sugar.jpg,$2.59,,,0,0.0,0.0,0.0,0,70,0,0,0,0,0,False
Mug® Root Beer,1062Main,Drinks,https://www.tacobell.com/food/drinks/mug-root-beer,https://www.tacobell.com/images/1062_mug_root_beer_269x269.jpg,images/Mug_Root_Beer.jpg,$2.59,,,0,,,,,,,,,,,False
Starry®,1153Main,Drinks,https://www.tacobell.com/food/drinks/starry,https://www.tacobell.com/images/1153_starry_269x269.jpg,images/Starry.jpg,$2.79,,,0,,,,,,,,,,,False
G2 Gatorade® Fruit Punch,1099Main,Drinks,https://www.tacobell.com/food/drinks/g2-gatorade-fruit-punch,https://www.tacobell.com/images/1099_gatorade_g2_fruit_punch_269x269.jpg,images/G2_Gatorade_Fruit_Punch.jpg,$2.59,,,0,,,,,,,,,,,False
Tropicana® Original Lemonade,3077Main,Drinks,https://www.tacobell.com/food/drinks/tropicana-original-lemonade,https://www.tacobell.com/images/3077_lemonade_269x269.jpg,images/Tropicana_Original_Lemonade.jpg,$3.19,,,0,0.0,0.0,0.0,0,400,31,0,30,30,0,False
Brisk® Mango Fiesta,1219Main,Drinks,https://www.tacobell.com/food/drinks/brisk-mango-fiesta,https://www.tacobell.com/images/1219_brisk_mango_fiesta_new_269x269.jpg,images/Brisk_Mango_Fiesta.jpg,$2.59,,,0,,,,,,,,,,,False
Lipton® Unsweetened Iced Tea,1077Main,Drinks,https://www.tacobell.com/food/drinks/lipton-unsweetened-iced-tea,https://www.tacobell.com/images/1077_lipton_unsweetened_iced_tea_new_269x269.jpg,images/Lipton_Unsweetened_Iced_Tea.jpg,$2.59,,,0,0.0,0.0,0.0,0,140,0,0,0,0,0,False
Lipton® Sweet Tea,1202Main,Drinks,https://www.tacobell.com/food/drinks/lipton-sweet-tea,https://www.tacobell.com/images/1267_sweet_tea_269x269.jpg,images/Lipton_Sweet_Tea.jpg,$3.19,,,0,,,,,,,,,,,False
Tropicana® Orange Juice,1440Main,Drinks,https://www.tacobell.com/food/drinks/tropicana-orange-juice,https://www.tacobell.com/images/1440_tropicana_orange_juice_269x269.jpg,images/Tropicana_Orange_Juice.jpg,$2.69,,"Visit https://www.pepsicoproductfacts.com/home/find#/, select Beverages in the first drop down list, and select Fountain Drinks under Category to get more information on this beverage.",0,,,,,,,,,,,False
Premium Hot Coffee,1527Main,Drinks,https://www.tacobell.com/food/drinks/premium-hot-coffee,https://www.tacobell.com/images/1527_premium_hot_coffee_269x269.jpg,images/Premium_Hot_Coffee.jpg,$2.49,,,0,0.0,0.0,0.0,0,5,0,0,0,0,0,False
Hot Cinnabon Delights® Coffee,1280Main,Drinks,https://www.tacobell.com/food/drinks/cinnabon-delights-coffee-hot,https://www.tacobell.com/images/1280_hot_cinnabon_delight_coffee_269x269.jpg,images/Hot_Cinnabon_Delights_Coffee.jpg,$2.89,,,0,2.0,1.5,0.0,5,75,34,0,22,22,1,False
Regular Iced Coffee,1534Main,Drinks,https://www.tacobell.com/food/drinks/regular-iced-coffee,https://www.tacobell.com/images/1534_iced_regular_coffee_269x269.jpg,images/Regular_Iced_Coffee.jpg,$2.49,,,0,,,,,,,,,,,False
Iced Cinnabon Delights® Coffee,1281Main,Drinks,https://www.tacobell.com/food/drinks/cinnabon-delights-coffee-iced,https://www.tacobell.com/images/1279_iced_cinnabon_delight_coffee_269x269.jpg,images/Iced_Cinnabon_Delights_Coffee.jpg,$2.79,,,0,2.0,1.5,0.0,5,75,34,0,22,22,1,False
Drinks Party Pack,21210,Drinks,https://www.tacobell.com/food/deals-and-combos/drinks-party-pack,https://www.tacobell.com/images/21210_drink_party_pack_269x269.jpg,images/Drinks_Party_Pack.jpg,$4.00,,,0-1120,,,,,,,,,,,False
Cantina Chicken Bowl,23473,Bowls,https://www.tacobell.com/food/deals-and-combos/cantina-chicken-bowl,https://www.tacobell.com/images/23473_new_cantina_chicken_bowl_269x269.jpg,images/Cantina_Chicken_Bowl.jpg,$8.99,,,530,28.0,9.0,0.0,80,"1,190",44,5,4,1,24,False
Veggie Bowl,29132,Bowls,https://www.tacobell.com/food/bowls/veggie-bowl,https://www.tacobell.com/images/29132_veggie_bowl_269x269.jpg,images/Veggie_Bowl.jpg,$8.69,,,410,20.0,6.0,0.0,20,850,48,11,3,0,12,True
Veggie Meal for 2,23219,Veggie cravings,https://www.tacobell.com/food/party-packs/veggie-meal-for-2,https://www.tacobell.com/images/23219_veggie_meal_for_2_269x269.jpg,images/Veggie_Meal_for_2.jpg,$12.50,,,220-470,,,,,,,,,,,True
Veggie Bowl,29132,Veggie cravings,https://www.tacobell.com/food/bowls/veggie-bowl,https://www.tacobell.com/images/29132_veggie_bowl_269x269.jpg,images/Veggie_Bowl.jpg,$8.69,,,410,20.0,6.0,0.0,20,850,48,11,3,0,12,True
Bean Burrito,22200,Veggie cravings,https://www.tacobell.com/food/burritos/bean-burrito,https://www.tacobell.com/images/22200_bean_burrito_269x269.jpg,images/Bean_Burrito.jpg,$2.49,,,360,10.0,4.5,0.0,5,"1,080",54,8,3,2,13,True
Cheesy Bean and Rice Burrito,22283,Veggie cravings,https://www.tacobell.com/food/cravings-value-menu/cheesy-bean-and-rice-burrito,https://www.tacobell.com/images/22283_cheesy_bean_and_rice_burrito_269x269.jpg,images/Cheesy_Bean_and_Rice_Burrito.jpg,$1.59,,,420,16.0,3.5,0.0,<5,950,56,6,3,2,9,True
Spicy Potato Soft Taco,22259,Veggie cravings,https://www.tacobell.com/food/cravings-value-menu/spicy-potato-soft-taco,https://www.tacobell.com/images/22259_spicy_potato_soft_taco_269x269.jpg,images/Spicy_Potato_Soft_Taco.jpg,$1.39,,,240,11.0,3.0,0.0,10,470,28,2,1,<1,5,True
Black Bean Chalupa Supreme,23153,Veggie cravings,https://www.tacobell.com/food/specialties/black-bean-chalupa,https://www.tacobell.com/images/23153_black_bean_chalupa_269x269.jpg,images/Black_Bean_Chalupa_Supreme.jpg,$5.99,,,340,17.0,3.5,0.0,10,450,36,7,4,<1,10,True
Black Bean Crunchwrap Supreme®,26051,Veggie cravings,https://www.tacobell.com/food/specialties/black-bean-crunchwrap-supreme,https://www.tacobell.com/images/26051_vegetarian_crunchwrap_269x269.jpg,images/Black_Bean_Crunchwrap_Supreme.jpg,$5.99,,,520,17.0,5.0,0.0,<5,"1,090",78,8,6,2,13,True
Veggie Mexican Pizza,23326,Veggie cravings,https://www.tacobell.com/food/specialties/veggie-mexican-pizza,https://www.tacobell.com/images/23326_veggie_mexican_pizza_269x269.jpg,images/Veggie_Mexican_Pizza.jpg,$5.99,,,460,23.0,6.0,0.0,25,740,48,7,3,<1,14,True
Cheese Quesadilla,22320,Veggie cravings,https://www.tacobell.com/food/quesadillas/cheese-quesadilla,https://www.tacobell.com/images/22320_cheese_quesadilla_269x269.jpg,images/Cheese_Quesadilla.jpg,$5.89,,,470,22.0,11.0,0.0,50,980,43,4,3,1,18,True
Cheesy Roll Up,22152,Veggie cravings,https://www.tacobell.com/food/sides/cheesy-roll-up,https://www.tacobell.com/images/22152_cheesy_roll_up_269x269.jpg,images/Cheesy_Roll_Up.jpg,$1.29,,,180,8.0,5.0,0.0,25,420,18,1,1,<1,8,True
Cheesy Fiesta Potatoes,22530,Veggie cravings,https://www.tacobell.com/food/sides/cheesy-fiesta-potatoes,https://www.tacobell.com/images/22530_cheesy_fiesta_potatoes_269x269.jpg,images/Cheesy_Fiesta_Potatoes.jpg,$2.79,,,240,12.0,1.5,0.0,<5,520,29,3,1,0,3,True
Chips and Guacamole,23318,Veggie cravings,https://www.tacobell.com/food/nachos/chips-and-guacamole,https://www.tacobell.com/images/23318_new_chips_and_guacamole_269x269.jpg,images/Chips_and_Guacamole.jpg,$3.99,,,250,13.0,1.5,0.0,0,280,24,2,1,0,3,True
Chips and Nacho Cheese Sauce,22500,Veggie cravings,https://www.tacobell.com/food/nachos/chips-and-nacho-cheese-sauce,https://www.tacobell.com/images/22500_chips_and_nacho_cheese_sauce_269x269.jpg,images/Chips_and_Nacho_Cheese_Sauce.jpg,$2.99,,,220,13.0,1.5,0.0,0,280,24,2,1,0,3,True
Black Beans,22394,Veggie cravings,https://www.tacobell.com/food/sides-sweets/black-beans,https://www.tacobell.com/images/22394_black_beans_269x269.jpg,images/Black_Beans.jpg,$2.79,,"Black beans, water, onion, canola oil, seasoning (water, dextrose, salt, natural flavor, corn starch, corn oil, onion powder, garlic powder, turmeric), modified corn starch, salt, chili powder, garlic, onion. [certified vegan]",50,1.5,0.0,0.0,0,140,7,4,0,0,3,True
Black Beans and Rice,22393,Veggie cravings,https://www.tacobell.com/food/sides-sweets/black-beans-and-rice,https://www.tacobell.com/images/22393_black_beans_and_rice_269x269.jpg,images/Black_Beans_and_Rice.jpg,$2.79,,,160,4.5,0.0,0.0,0,370,25,5,<1,0,4,True
Pintos N Cheese,22510,Veggie cravings,https://www.tacobell.com/food/sides/pintos-n-cheese,https://www.tacobell.com/images/22510_pintos_n_cheese_269x269.jpg,images/Pintos_N_Cheese.jpg,$2.99,,,170,6.0,3.0,0.0,10,680,19,7,1,<1,9,True
Cinnamon Twists,22525,Veggie cravings,https://www.tacobell.com/food/sweets/cinnamon-twists,https://www.tacobell.com/images/22525_cinnamon_twists_269x269.jpg,images/Cinnamon_Twists.jpg,$1.69,,"Twist: Wheat flour, yellow corn meal, rice flour, salt. Cinnamon sugar: sugar, cinnamon, soybean oil, maltodextrin or dextrin, natural flavors. Prepared in canola oil. Contains: Wheat [certified vegan]",170,6.0,0.5,0.0,0,115,27,<1,10,10,1,True
Cinnabon Delights® 2 Pack,30046,Veggie cravings,https://www.tacobell.com/food/sweets/cinnabon-delights-2-pack,https://www.tacobell.com/images/30046_cinnabon_delights_2_pack_269x269.jpg,images/Cinnabon_Delights_2_Pack.jpg,$2.79,,,170,11.0,3.5,0.0,5,70,15,<1,9,9,2,True
Cinnabon Delights® 12 Pack,30045,Veggie cravings,https://www.tacobell.com/food/sweets/cinnabon-delights-12-pack,https://www.tacobell.com/images/30045_cinnabon_delights_12_pack_269x269.jpg,images/Cinnabon_Delights_12_Pack.jpg,$7.99,,,1010,68.0,22.0,0.0,40,430,88,5,52,52,11,True
